GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014
0100000US,,United States,310M200US41700,41700,"United States - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142518,2153255,2194231,2237771,2282201,2328652
0100000US,,United States,310M200US41740,41740,"United States - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095308,3104543,3141768,3183413,3222558,3263431
0100000US,,United States,310M200US41860,41860,"United States - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335560,4345179,4400182,4462179,4529654,4594060
0100000US,,United States,314M200US4186036084,4186036084,"United States - San Francisco-Oakland-Hayward, CA Metro Area - Oakland-Hayward-Berkeley, CA Metro Division","Oakland-Hayward-Berkeley, CA Metro Division",2559296,2559458,2566519,2599105,2635607,2679206,2722260
0100000US,,United States,314M200US4186041884,4186041884,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Francisco-Redwood City-South San Francisco, CA Metro Division","San Francisco-Redwood City-South San Francisco, CA Metro Division",1523686,1523693,1525776,1545664,1570429,1591627,1611050
0100000US,,United States,314M200US4186042034,4186042034,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Rafael, CA Metro Division","San Rafael, CA Metro Division",252409,252409,252884,255413,256143,258821,260750
0100000US,,United States,310M200US41940,41940,"United States - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836941,1842462,1870279,1897969,1928701,1952872
0100000US,,United States,310M200US42020,42020,"United States - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269593,269860,271165,274528,276284,279083
0100000US,,United States,310M200US42100,42100,"United States - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262362,263213,264923,266632,269444,271804
0100000US,,United States,310M200US42140,42140,"United States - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144171,144503,145447,146385,147306,148164
0100000US,,United States,310M200US42200,42200,"United States - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423939,424331,425974,430728,436076,440668
0100000US,,United States,310M200US42220,42220,"United States - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483880,484666,487722,490838,495432,500292
0100000US,,United States,310M200US42340,42340,"United States - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347621,348843,355913,362293,366049,372708
0100000US,,United States,310M200US42540,42540,"United States - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,563655,563913,564134,561838,559679
0100000US,,United States,310M200US42660,42660,"United States - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3448234,3498020,3553831,3613621,3671478
0100000US,,United States,314M200US4266042644,4266042644,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Seattle-Bellevue-Everett, WA Metro Division","Seattle-Bellevue-Everett, WA Metro Division",2644584,2644586,2652786,2694534,2741468,2793402,2839550
0100000US,,United States,314M200US4266045104,4266045104,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Tacoma-Lakewood, WA Metro Division","Tacoma-Lakewood, WA Metro Division",795225,795229,795448,803486,812363,820219,831928
0100000US,,United States,310M200US42680,42680,"United States - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138235,138973,140608,142021,144755
0100000US,,United States,310M200US42700,42700,"United States - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98703,98360,98087,97919,98236
0100000US,,United States,310M200US43100,43100,"United States - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115507,115418,115312,114952,114868,115290
0100000US,,United States,310M200US43300,43300,"United States - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120877,121086,121283,121631,122343,123534
0100000US,,United States,310M200US43340,43340,"United States - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441161,445021,448379,446825,445142
0100000US,,United States,310M200US43420,43420,"United States - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131357,131868,133058,131919,129744,127448
0100000US,,United States,310M200US43580,43580,"United States - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168793,168940,168796,168785,168806
0100000US,,United States,310M200US43620,43620,"United States - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228264,229099,232650,237748,243622,248351
0100000US,,United States,310M200US43780,43780,"United States - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,318981,319222,318625,318532,319226
0100000US,,United States,310M200US43900,43900,"United States - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313268,313676,314747,316643,318800,321418
0100000US,,United States,310M200US44060,44060,"United States - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528493,529837,532312,535684,540953
0100000US,,United States,310M200US44100,44100,"United States - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210526,211634,211956,211645,211567
0100000US,,United States,310M200US44140,44140,"United States - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621705,623426,626075,626890,628384,629100
0100000US,,United States,310M200US44180,44180,"United States - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436712,437444,440365,444681,448852,452297
0100000US,,United States,310M200US44220,44220,"United States - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138333,138227,137738,137194,136803,136554
0100000US,,United States,310M200US44300,44300,"United States - State College, PA Metro Area","State College, PA Metro Area",153990,153981,154182,154847,155582,157847,158742
0100000US,,United States,310M200US44420,44420,"United States - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118502,118378,118904,118629,119403,119766
0100000US,,United States,310M200US44700,44700,"United States - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687513,695479,701635,705027,715597
0100000US,,United States,310M200US44940,44940,"United States - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107463,107581,107350,108060,108002,107919
0100000US,,United States,310M200US45060,45060,"United States - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662578,662976,662609,661256,662861,661478
0100000US,,United States,310M200US45220,45220,"United States - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369475,371156,375523,373583,375751
0100000US,,United States,310M200US45300,45300,"United States - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783514,2789334,2829104,2848003,2874154,2915582
0100000US,,United States,310M200US45460,45460,"United States - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172422,172314,172581,172626,172201,171480
0100000US,,United States,310M200US45500,45500,"United States - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149315,149561,149610,149563,149235
0100000US,,United States,310M200US45540,45540,"United States - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94287,98598,102823,108483,114350
0100000US,,United States,310M200US45780,45780,"United States - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610001,610201,609596,608551,608430,607456
0100000US,,United States,310M200US45820,45820,"United States - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233868,234209,234671,234444,233894,233758
0100000US,,United States,310M200US45940,45940,"United States - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367508,368043,367941,369057,371052,371537
0100000US,,United States,310M200US46060,46060,"United States - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980263,981935,988125,993094,998050,1004516
0100000US,,United States,310M200US46140,46140,"United States - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937528,939858,945927,952836,962424,969224
0100000US,,United States,310M200US46220,46220,"United States - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230159,230489,231400,233377,235438,237761
0100000US,,United States,310M200US46340,46340,"United States - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209714,210455,212765,214941,216670,218842
0100000US,,United States,310M200US46520,46520,"United States - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953207,956336,966559,976746,987019,991788
0100000US,,United States,310M200US46540,46540,"United States - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299382,299301,298846,298553,298047,296615
0100000US,,United States,310M200US46660,46660,"United States - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139665,140104,142414,144614,142828,143317
0100000US,,United States,310M200US46700,46700,"United States - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414101,416945,420724,425219,431131
0100000US,,United States,310M200US47020,47020,"United States - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94070,94650,96614,97592,98630
0100000US,,United States,310M200US47220,47220,"United States - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156898,157200,157607,157794,157153,157389
0100000US,,United States,310M200US47260,47260,"United States - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1680110,1686982,1698391,1707385,1716624
0100000US,,United States,310M200US47300,47300,"United States - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442182,443292,447824,451499,454725,458198
0100000US,,United States,310M200US47380,47380,"United States - Waco, TX Metro Area","Waco, TX Metro Area",252772,252772,253837,255729,257111,259099,260430
0100000US,,United States,310M200US47460,47460,"United States - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63029,63545,63459,63673,63829
0100000US,,United States,310M200US47580,47580,"United States - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180412,183589,185390,186355,187516
0100000US,,United States,310M200US47900,47900,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636406,5665931,5777721,5873480,5967176,6033737
0100000US,,United States,314M200US4790043524,4790043524,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area - Silver Spring-Frederick-Rockville, MD Metro Division","Silver Spring-Frederick-Rockville, MD Metro Division",1205162,1205191,1210106,1230076,1246215,1261181,1274122
0100000US,,United States,314M200US4790047894,4790047894,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division",4431070,4431215,4455825,4547645,4627265,4705995,4759615
0100000US,,United States,310M200US47940,47940,"United States - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167888,168250,168547,169479,169993
0100000US,,United States,310M200US48060,48060,"United States - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116229,116595,118273,120916,119536,119103
0100000US,,United States,310M200US48140,48140,"United States - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134065,134531,134689,135365,135780
0100000US,,United States,310M200US48260,48260,"United States - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124454,124266,123324,122466,121942,121336
0100000US,,United States,310M200US48300,48300,"United States - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110887,111261,112091,112995,113496,114392
0100000US,,United States,310M200US48540,48540,"United States - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147950,147829,147075,146364,145853,145205
0100000US,,United States,310M200US48620,48620,"United States - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630919,631936,633266,635942,638259,641076
0100000US,,United States,310M200US48660,48660,"United States - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151476,151628,150332,150986,151529,151536
0100000US,,United States,310M200US48700,48700,"United States - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116173,116669,117296,116732,116508
0100000US,,United States,310M200US48900,48900,"United States - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254884,255734,259334,263101,268301,272548
0100000US,,United States,310M200US49020,49020,"United States - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128473,128726,130047,131017,132221,133403
0100000US,,United States,310M200US49180,49180,"United States - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640577,641351,644651,647687,651520,655015
0100000US,,United States,310M200US49340,49340,"United States - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916976,918791,922224,924072,928050,930473
0100000US,,United States,310M200US49420,49420,"United States - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243231,244146,246159,246721,247297,247687
0100000US,,United States,310M200US49620,49620,"United States - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,435002,435543,436868,437699,439393,440755
0100000US,,United States,310M200US49660,49660,"United States - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565804,564874,562487,558973,556129,553263
0100000US,,United States,310M200US49700,49700,"United States - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166892,167204,167350,167614,168648,169813
0100000US,,United States,310M200US49740,49740,"United States - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,197105,202617,202264,202033,203247
0100000US,,United States,01000E0US,,United States - In micropolitan statistical area,In micropolitan statistical area,27154213,27153113,27170580,27197631,27217787,27230233,27242864
0100000US,,United States,310M200US10100,10100,"United States - Aberdeen, SD Micro Area","Aberdeen, SD Micro Area",40602,40602,40701,40992,41542,42197,42391
0100000US,,United States,310M200US10140,10140,"United States - Aberdeen, WA Micro Area","Aberdeen, WA Micro Area",72797,72797,72833,72311,71705,71001,70818
0100000US,,United States,310M200US10220,10220,"United States - Ada, OK Micro Area","Ada, OK Micro Area",37492,37492,37584,37697,38006,38073,38005
0100000US,,United States,310M200US10300,10300,"United States - Adrian, MI Micro Area","Adrian, MI Micro Area",99892,99892,99649,99391,99150,99048,99047
0100000US,,United States,310M200US10460,10460,"United States - Alamogordo, NM Micro Area","Alamogordo, NM Micro Area",63797,63799,64396,65597,66102,65900,65082
0100000US,,United States,310M200US10620,10620,"United States - Albemarle, NC Micro Area","Albemarle, NC Micro Area",60585,60585,60562,60480,60493,60630,60600
0100000US,,United States,310M200US10660,10660,"United States - Albert Lea, MN Micro Area","Albert Lea, MN Micro Area",31255,31255,31211,31097,31052,30972,30840
0100000US,,United States,310M200US10700,10700,"United States - Albertville, AL Micro Area","Albertville, AL Micro Area",93019,93019,93170,93927,94303,94569,94636
0100000US,,United States,310M200US10820,10820,"United States - Alexandria, MN Micro Area","Alexandria, MN Micro Area",36009,36009,36008,36258,36446,36563,36790
0100000US,,United States,310M200US10860,10860,"United States - Alice, TX Micro Area","Alice, TX Micro Area",40838,40839,40880,41195,41644,41669,41353
0100000US,,United States,310M200US10940,10940,"United States - Alma, MI Micro Area","Alma, MI Micro Area",42476,42476,42409,42148,42031,42034,41665
0100000US,,United States,310M200US10980,10980,"United States - Alpena, MI Micro Area","Alpena, MI Micro Area",29598,29598,29546,29356,29240,29081,28988
0100000US,,United States,310M200US11060,11060,"United States - Altus, OK Micro Area","Altus, OK Micro Area",26446,26446,26472,26420,26261,26224,25998
0100000US,,United States,310M200US11140,11140,"United States - Americus, GA Micro Area","Americus, GA Micro Area",37829,37827,37728,37120,36620,36429,36395
0100000US,,United States,310M200US11220,11220,"United States - Amsterdam, NY Micro Area","Amsterdam, NY Micro Area",50219,50236,50288,49965,49891,49830,49779
0100000US,,United States,310M200US11380,11380,"United States - Andrews, TX Micro Area","Andrews, TX Micro Area",14786,14786,14835,15393,16119,16808,17477
0100000US,,United States,310M200US11420,11420,"United States - Angola, IN Micro Area","Angola, IN Micro Area",34185,34183,34135,34058,34155,34294,34308
0100000US,,United States,310M200US11580,11580,"United States - Arcadia, FL Micro Area","Arcadia, FL Micro Area",34862,34862,34916,34636,34745,34616,35012
0100000US,,United States,310M200US11620,11620,"United States - Ardmore, OK Micro Area","Ardmore, OK Micro Area",47557,47726,47778,48074,48114,48655,48821
0100000US,,United States,310M200US11660,11660,"United States - Arkadelphia, AR Micro Area","Arkadelphia, AR Micro Area",22995,22995,22950,22953,22822,22697,22576
0100000US,,United States,310M200US11680,11680,"United States - Arkansas City-Winfield, KS Micro Area","Arkansas City-Winfield, KS Micro Area",36311,36311,36308,36242,36264,36230,35963
0100000US,,United States,310M200US11740,11740,"United States - Ashland, OH Micro Area","Ashland, OH Micro Area",53139,53139,53329,53288,53240,53117,53035
0100000US,,United States,310M200US11780,11780,"United States - Ashtabula, OH Micro Area","Ashtabula, OH Micro Area",101497,101497,101409,101101,100264,99779,99175
0100000US,,United States,310M200US11820,11820,"United States - Astoria, OR Micro Area","Astoria, OR Micro Area",37039,37037,37058,37183,37343,37121,37474
0100000US,,United States,310M200US11860,11860,"United States - Atchison, KS Micro Area","Atchison, KS Micro Area",16924,16924,16870,16785,16800,16717,16513
0100000US,,United States,310M200US11900,11900,"United States - Athens, OH Micro Area","Athens, OH Micro Area",64757,64773,65218,65117,64638,64515,64713
0100000US,,United States,310M200US11940,11940,"United States - Athens, TN Micro Area","Athens, TN Micro Area",52266,52266,52224,52378,52452,52363,52626
0100000US,,United States,310M200US11980,11980,"United States - Athens, TX Micro Area","Athens, TX Micro Area",78532,78536,78648,78684,78942,78618,79290
0100000US,,United States,310M200US12140,12140,"United States - Auburn, IN Micro Area","Auburn, IN Micro Area",42223,42223,42254,42413,42255,42302,42383
0100000US,,United States,310M200US12180,12180,"United States - Auburn, NY Micro Area","Auburn, NY Micro Area",80026,80025,79826,79803,79617,79335,78823
0100000US,,United States,310M200US12300,12300,"United States - Augusta-Waterville, ME Micro Area","Augusta-Waterville, ME Micro Area",122151,122151,122053,121727,121586,121056,121112
0100000US,,United States,310M200US12380,12380,"United States - Austin, MN Micro Area","Austin, MN Micro Area",39163,39163,39219,39322,39377,39318,39323
0100000US,,United States,310M200US12460,12460,"United States - Bainbridge, GA Micro Area","Bainbridge, GA Micro Area",27842,27842,27821,27663,27463,27372,27220
0100000US,,United States,310M200US12660,12660,"United States - Baraboo, WI Micro Area","Baraboo, WI Micro Area",61976,61976,62019,62405,62540,63063,63379
0100000US,,United States,310M200US12680,12680,"United States - Bardstown, KY Micro Area","Bardstown, KY Micro Area",43437,43437,43604,44013,44351,44492,44812
0100000US,,United States,310M200US12740,12740,"United States - Barre, VT Micro Area","Barre, VT Micro Area",59534,59535,59550,59543,59351,59221,58998
0100000US,,United States,310M200US12780,12780,"United States - Bartlesville, OK Micro Area","Bartlesville, OK Micro Area",50976,50977,51080,51524,51710,51567,51937
0100000US,,United States,310M200US12820,12820,"United States - Bastrop, LA Micro Area","Bastrop, LA Micro Area",27979,27979,27888,27482,27431,27035,26760
0100000US,,United States,310M200US12860,12860,"United States - Batavia, NY Micro Area","Batavia, NY Micro Area",60079,60050,60032,60019,59874,59422,59162
0100000US,,United States,310M200US12900,12900,"United States - Batesville, AR Micro Area","Batesville, AR Micro Area",36647,36647,36795,36803,36905,36843,36959
0100000US,,United States,310M200US13060,13060,"United States - Bay City, TX Micro Area","Bay City, TX Micro Area",36702,36702,36721,36714,36566,36537,36519
0100000US,,United States,310M200US13100,13100,"United States - Beatrice, NE Micro Area","Beatrice, NE Micro Area",22311,22311,22286,21946,21735,21816,21663
0100000US,,United States,310M200US13180,13180,"United States - Beaver Dam, WI Micro Area","Beaver Dam, WI Micro Area",88759,88761,88659,88737,88576,88399,88574
0100000US,,United States,310M200US13260,13260,"United States - Bedford, IN Micro Area","Bedford, IN Micro Area",46134,46129,46138,46088,46045,45873,45704
0100000US,,United States,310M200US13300,13300,"United States - Beeville, TX Micro Area","Beeville, TX Micro Area",31861,31861,31901,32321,32451,32773,32863
0100000US,,United States,310M200US13340,13340,"United States - Bellefontaine, OH Micro Area","Bellefontaine, OH Micro Area",45858,45858,45774,45621,45454,45466,45507
0100000US,,United States,310M200US13420,13420,"United States - Bemidji, MN Micro Area","Bemidji, MN Micro Area",44442,44442,44585,45108,45241,45582,45664
0100000US,,United States,310M200US13500,13500,"United States - Bennettsville, SC Micro Area","Bennettsville, SC Micro Area",28933,28933,28907,28484,28157,27999,27924
0100000US,,United States,310M200US13540,13540,"United States - Bennington, VT Micro Area","Bennington, VT Micro Area",37125,37125,37077,36812,36669,36692,36445
0100000US,,United States,310M200US13620,13620,"United States - Berlin, NH-VT Micro Area","Berlin, NH-VT Micro Area",39361,39358,39254,38783,38193,38158,37778
0100000US,,United States,310M200US13660,13660,"United States - Big Rapids, MI Micro Area","Big Rapids, MI Micro Area",42798,42798,42824,43420,43482,43218,43186
0100000US,,United States,310M200US13700,13700,"United States - Big Spring, TX Micro Area","Big Spring, TX Micro Area",36238,36238,36255,36249,36792,37522,37942
0100000US,,United States,310M200US13720,13720,"United States - Big Stone Gap, VA Micro Area","Big Stone Gap, VA Micro Area",61313,61318,61428,61164,60545,60086,59274
0100000US,,United States,310M200US13940,13940,"United States - Blackfoot, ID Micro Area","Blackfoot, ID Micro Area",45607,45607,45736,45884,45493,45408,45269
0100000US,,United States,310M200US14140,14140,"United States - Bluefield, WV-VA Micro Area","Bluefield, WV-VA Micro Area",107342,107344,107470,107127,106606,106017,105237
0100000US,,United States,310M200US14180,14180,"United States - Blytheville, AR Micro Area","Blytheville, AR Micro Area",46480,46480,46371,46035,45550,44734,44235
0100000US,,United States,310M200US14220,14220,"United States - Bogalusa, LA Micro Area","Bogalusa, LA Micro Area",47168,47171,47119,47164,46664,46384,46286
0100000US,,United States,310M200US14340,14340,"United States - Boone, IA Micro Area","Boone, IA Micro Area",26306,26306,26276,26336,26234,26352,26433
0100000US,,United States,310M200US14380,14380,"United States - Boone, NC Micro Area","Boone, NC Micro Area",51079,51079,50993,51583,52064,52317,52560
0100000US,,United States,310M200US14420,14420,"United States - Borger, TX Micro Area","Borger, TX Micro Area",22150,22249,22212,21972,21948,21832,21773
0100000US,,United States,310M200US14580,14580,"United States - Bozeman, MT Micro Area","Bozeman, MT Micro Area",89513,89510,89599,91333,92604,94694,97308
0100000US,,United States,310M200US14620,14620,"United States - Bradford, PA Micro Area","Bradford, PA Micro Area",43450,43450,43354,43190,43234,42788,42554
0100000US,,United States,310M200US14660,14660,"United States - Brainerd, MN Micro Area","Brainerd, MN Micro Area",91067,91067,91249,91023,91248,91652,91824
0100000US,,United States,310M200US14700,14700,"United States - Branson, MO Micro Area","Branson, MO Micro Area",83877,83877,83983,84543,84675,84859,85334
0100000US,,United States,310M200US14720,14720,"United States - Breckenridge, CO Micro Area","Breckenridge, CO Micro Area",27994,27994,28063,27960,28228,28755,29404
0100000US,,United States,310M200US14780,14780,"United States - Brenham, TX Micro Area","Brenham, TX Micro Area",33718,33708,33749,33972,33866,34169,34438
0100000US,,United States,310M200US14820,14820,"United States - Brevard, NC Micro Area","Brevard, NC Micro Area",33090,33090,33073,32819,32854,32925,33045
0100000US,,United States,310M200US15020,15020,"United States - Brookhaven, MS Micro Area","Brookhaven, MS Micro Area",34869,34869,34893,34855,34849,34750,34775
0100000US,,United States,310M200US15060,15060,"United States - Brookings, OR Micro Area","Brookings, OR Micro Area",22364,22364,22364,22457,22249,22299,22335
0100000US,,United States,310M200US15100,15100,"United States - Brookings, SD Micro Area","Brookings, SD Micro Area",31965,31965,32020,32130,32686,33087,33314
0100000US,,United States,310M200US15220,15220,"United States - Brownwood, TX Micro Area","Brownwood, TX Micro Area",38106,38106,38097,38001,37857,37908,37653
0100000US,,United States,310M200US15340,15340,"United States - Bucyrus, OH Micro Area","Bucyrus, OH Micro Area",43784,43784,43778,43307,42847,42770,42480
0100000US,,United States,310M200US15420,15420,"United States - Burley, ID Micro Area","Burley, ID Micro Area",43021,43021,43143,43313,43359,43652,43863
0100000US,,United States,310M200US15460,15460,"United States - Burlington, IA-IL Micro Area","Burlington, IA-IL Micro Area",47656,47653,47575,47300,47290,47361,47171
0100000US,,United States,310M200US15580,15580,"United States - Butte-Silver Bow, MT Micro Area","Butte-Silver Bow, MT Micro Area",34200,34204,34239,34388,34493,34512,34680
0100000US,,United States,310M200US15620,15620,"United States - Cadillac, MI Micro Area","Cadillac, MI Micro Area",47584,47584,47575,47640,47631,47653,47923
0100000US,,United States,310M200US15660,15660,"United States - Calhoun, GA Micro Area","Calhoun, GA Micro Area",55186,55186,55204,55508,55740,55830,56047
0100000US,,United States,310M200US15700,15700,"United States - Cambridge, MD Micro Area","Cambridge, MD Micro Area",32618,32618,32681,32712,32488,32612,32578
0100000US,,United States,310M200US15740,15740,"United States - Cambridge, OH Micro Area","Cambridge, OH Micro Area",40087,40087,40102,39847,39813,39614,39590
0100000US,,United States,310M200US15780,15780,"United States - Camden, AR Micro Area","Camden, AR Micro Area",31488,31489,31439,31026,30710,30232,30030
0100000US,,United States,310M200US15820,15820,"United States - Campbellsville, KY Micro Area","Campbellsville, KY Micro Area",24512,24512,24802,24997,25049,25190,25257
0100000US,,United States,310M200US15860,15860,"United States - Cañon City, CO Micro Area","Cañon City, CO Micro Area",46824,46824,46885,47431,47114,46463,46502
0100000US,,United States,310M200US15900,15900,"United States - Canton, IL Micro Area","Canton, IL Micro Area",37069,37069,37071,36973,36659,36369,36007
0100000US,,United States,310M200US16100,16100,"United States - Carlsbad-Artesia, NM Micro Area","Carlsbad-Artesia, NM Micro Area",53829,53829,53897,54021,54370,55486,56395
0100000US,,United States,310M200US16260,16260,"United States - Cedar City, UT Micro Area","Cedar City, UT Micro Area",46163,46163,46264,46658,46730,46706,47269
0100000US,,United States,310M200US16340,16340,"United States - Cedartown, GA Micro Area","Cedartown, GA Micro Area",41475,41475,41532,41283,41127,41177,41133
0100000US,,United States,310M200US16380,16380,"United States - Celina, OH Micro Area","Celina, OH Micro Area",40814,40814,40767,40795,40827,40724,40831
0100000US,,United States,310M200US16460,16460,"United States - Centralia, IL Micro Area","Centralia, IL Micro Area",39437,39437,39455,39014,38923,38646,38571
0100000US,,United States,310M200US16500,16500,"United States - Centralia, WA Micro Area","Centralia, WA Micro Area",75455,75455,75487,75660,75532,75102,75128
0100000US,,United States,310M200US16660,16660,"United States - Charleston-Mattoon, IL Micro Area","Charleston-Mattoon, IL Micro Area",64921,64921,64972,64819,64567,64512,64153
0100000US,,United States,310M200US17060,17060,"United States - Chillicothe, OH Micro Area","Chillicothe, OH Micro Area",78064,78064,78126,77627,77485,77364,77159
0100000US,,United States,310M200US17200,17200,"United States - Claremont-Lebanon, NH-VT Micro Area","Claremont-Lebanon, NH-VT Micro Area",218466,218458,218367,218178,217690,217666,217634
0100000US,,United States,310M200US17220,17220,"United States - Clarksburg, WV Micro Area","Clarksburg, WV Micro Area",94196,94196,94315,94374,94352,94335,94221
0100000US,,United States,310M200US17260,17260,"United States - Clarksdale, MS Micro Area","Clarksdale, MS Micro Area",26151,26151,26114,25862,25685,25165,24807
0100000US,,United States,310M200US17340,17340,"United States - Clearlake, CA Micro Area","Clearlake, CA Micro Area",64665,64665,64757,64279,63984,63843,64184
0100000US,,United States,310M200US17380,17380,"United States - Cleveland, MS Micro Area","Cleveland, MS Micro Area",34145,34147,34121,33838,34061,34019,33768
0100000US,,United States,310M200US17500,17500,"United States - Clewiston, FL Micro Area","Clewiston, FL Micro Area",39140,39140,39044,38816,37686,37750,38505
